,channel_id,video_id,number_of_views,number_of_likes,CreatedDate,CreatedDatetime
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,10899405,215194,2022-05-30,2022-05-30 17:09:54
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1956576,37620,2022-05-30,2022-05-30 17:09:59
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2009850,48734,2022-05-30,2022-05-30 17:10:05
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1231046,26438,2022-05-30,2022-05-30 17:10:10
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5745593,100,2022-05-30,2022-05-30 17:10:16
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,2965944,53115,2022-05-30,2022-05-30 17:10:21
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3803819,52831,2022-05-30,2022-05-30 17:10:27
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3364166,68287,2022-05-30,2022-05-30 17:10:32
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1228220,31860,2022-05-30,2022-05-30 17:10:37
0,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,5114667,85149,2022-05-30,2022-05-30 17:10:43
0,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1067359,21388,2022-05-30,2022-05-30 17:10:49
0,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,2018653,47055,2022-05-30,2022-05-30 17:10:54
0,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,2063308,43541,2022-05-30,2022-05-30 17:11:00
0,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1827774002,11037011,2022-05-31,2022-05-31 19:40:51
0,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,25767989,644166,2022-05-31,2022-05-31 19:40:57
0,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5699569,252337,2022-05-31,2022-05-31 19:41:00
0,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,59550844,2905608,2022-05-31,2022-05-31 19:41:04
0,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1885940,47584,2022-05-31,2022-05-31 19:41:09
0,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,60309574,2449629,2022-05-31,2022-05-31 19:41:13
0,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7462528,149041,2022-05-31,2022-05-31 19:41:16
0,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2817953,31135,2022-05-31,2022-05-31 19:41:23
0,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2567263,155200,2022-05-31,2022-05-31 19:41:26
0,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1323266,100488,2022-05-31,2022-05-31 19:41:32
0,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,294371,7578,2022-05-31,2022-05-31 19:41:35
0,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,25787742,559324,2022-05-31,2022-05-31 19:41:40
0,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,14042448,587046,2022-05-31,2022-05-31 19:41:43
0,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,41682312,1767011,2022-05-31,2022-05-31 19:41:47
0,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,23032952,945763,2022-05-31,2022-05-31 19:41:50
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1660833,51094,2022-05-31,2022-05-31 19:41:54
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2061586,23161,2022-05-31,2022-05-31 19:41:57
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,151737898,4521349,2022-05-31,2022-05-31 19:42:06
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,149381886,1202660,2022-05-31,2022-05-31 19:42:12
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,61707898,1107485,2022-05-31,2022-05-31 19:42:16
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,743566,17731,2022-05-31,2022-05-31 19:42:19
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2488553,91066,2022-05-31,2022-05-31 19:42:22
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,334958,10043,2022-05-31,2022-05-31 19:42:29
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8228,264,2022-05-31,2022-05-31 19:42:32
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16295,190,2022-05-31,2022-05-31 19:42:35
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153992,1847,2022-05-31,2022-05-31 19:42:39
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,447343,6417,2022-05-31,2022-05-31 19:42:43
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1809463,48459,2022-05-31,2022-05-31 19:42:49
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,338745,8961,2022-05-31,2022-05-31 19:42:55
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,10964999,216002,2022-05-31,2022-05-31 19:43:01
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1962786,37654,2022-05-31,2022-05-31 19:43:07
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2016156,48776,2022-05-31,2022-05-31 19:43:13
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1237869,26520,2022-05-31,2022-05-31 19:43:19
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5783888,100,2022-05-31,2022-05-31 19:43:25
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,2980908,53180,2022-05-31,2022-05-31 19:43:31
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3822210,52923,2022-05-31,2022-05-31 19:43:38
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3385705,68506,2022-05-31,2022-05-31 19:43:44
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1233953,31912,2022-05-31,2022-05-31 19:43:50
0,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,5144897,85432,2022-05-31,2022-05-31 19:43:56
0,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1072608,21428,2022-05-31,2022-05-31 19:44:03
0,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,2029297,47207,2022-05-31,2022-05-31 19:44:09
0,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,2078116,43684,2022-05-31,2022-05-31 19:44:15
0,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1828064768,11039450,2022-06-01,2022-06-01 18:38:27
0,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,25937665,647797,2022-06-01,2022-06-01 18:38:32
0,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5728083,253022,2022-06-01,2022-06-01 18:38:35
0,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,59819367,2912727,2022-06-01,2022-06-01 18:38:38
0,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1892065,47688,2022-06-01,2022-06-01 18:38:44
0,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,60463097,2452865,2022-06-01,2022-06-01 18:38:47
0,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7476135,149199,2022-06-01,2022-06-01 18:38:50
0,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2818602,31143,2022-06-01,2022-06-01 18:38:55
0,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2571539,155369,2022-06-01,2022-06-01 18:39:01
0,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1333132,100555,2022-06-01,2022-06-01 18:39:07
0,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,294846,7593,2022-06-01,2022-06-01 18:39:10
0,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,26137239,561660,2022-06-01,2022-06-01 18:39:15
0,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,14095218,587886,2022-06-01,2022-06-01 18:39:18
0,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,41739398,1767832,2022-06-01,2022-06-01 18:39:21
0,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,23189031,948546,2022-06-01,2022-06-01 18:39:24
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1662991,51149,2022-06-01,2022-06-01 18:39:27
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2061761,23162,2022-06-01,2022-06-01 18:39:30
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,153433790,4540966,2022-06-01,2022-06-01 18:39:35
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,149820379,1204825,2022-06-01,2022-06-01 18:39:38
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,61833509,1108462,2022-06-01,2022-06-01 18:39:41
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,755379,17970,2022-06-01,2022-06-01 18:39:44
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2490024,91118,2022-06-01,2022-06-01 18:39:48
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,338662,10115,2022-06-01,2022-06-01 18:39:53
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8253,264,2022-06-01,2022-06-01 18:39:56
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16296,190,2022-06-01,2022-06-01 18:40:02
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,154000,1847,2022-06-01,2022-06-01 18:40:05
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,447547,6419,2022-06-01,2022-06-01 18:40:08
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1819215,48503,2022-06-01,2022-06-01 18:40:14
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,349112,9153,2022-06-01,2022-06-01 18:40:19
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,11011565,216519,2022-06-01,2022-06-01 18:40:25
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1967364,37679,2022-06-01,2022-06-01 18:40:30
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2021136,48827,2022-06-01,2022-06-01 18:40:36
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1243153,26596,2022-06-01,2022-06-01 18:40:42
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5815231,100,2022-06-01,2022-06-01 18:40:47
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,2992351,53246,2022-06-01,2022-06-01 18:40:53
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3836370,53018,2022-06-01,2022-06-01 18:40:58
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3402144,68681,2022-06-01,2022-06-01 18:41:04
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1238415,31950,2022-06-01,2022-06-01 18:41:09
0,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,5168010,85584,2022-06-01,2022-06-01 18:41:14
0,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1076647,21452,2022-06-01,2022-06-01 18:41:20
0,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,2037238,47289,2022-06-01,2022-06-01 18:41:25
0,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,2090063,43774,2022-06-01,2022-06-01 18:41:31
0,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1828418348,11042321,2022-06-02,2022-06-02 20:12:26
0,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,26092013,650487,2022-06-02,2022-06-02 20:12:31
0,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5758669,253768,2022-06-02,2022-06-02 20:12:35
0,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,60109416,2920013,2022-06-02,2022-06-02 20:12:38
0,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1900247,47849,2022-06-02,2022-06-02 20:12:44
0,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,60633606,2456103,2022-06-02,2022-06-02 20:12:47
0,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7489148,149326,2022-06-02,2022-06-02 20:12:50
0,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2819310,31152,2022-06-02,2022-06-02 20:12:56
0,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2575718,155494,2022-06-02,2022-06-02 20:13:02
0,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1339647,102379,2022-06-02,2022-06-02 20:13:07
0,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,295325,7602,2022-06-02,2022-06-02 20:13:11
0,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,26356302,564178,2022-06-02,2022-06-02 20:13:18
0,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,14148769,588740,2022-06-02,2022-06-02 20:13:20
0,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,41798918,1768578,2022-06-02,2022-06-02 20:13:24
0,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,23356767,951534,2022-06-02,2022-06-02 20:13:27
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1665460,51202,2022-06-02,2022-06-02 20:13:30
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2061973,23161,2022-06-02,2022-06-02 20:13:33
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,155419809,4563436,2022-06-02,2022-06-02 20:13:38
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,150322610,1207281,2022-06-02,2022-06-02 20:13:42
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,61973736,1109514,2022-06-02,2022-06-02 20:13:45
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,771435,18308,2022-06-02,2022-06-02 20:13:48
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2491427,91178,2022-06-02,2022-06-02 20:13:51
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,343467,10203,2022-06-02,2022-06-02 20:13:57
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8287,265,2022-06-02,2022-06-02 20:14:03
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16298,189,2022-06-02,2022-06-02 20:14:06
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,154012,1847,2022-06-02,2022-06-02 20:14:09
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,447754,6423,2022-06-02,2022-06-02 20:14:12
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1830970,48566,2022-06-02,2022-06-02 20:14:18
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,361233,9309,2022-06-02,2022-06-02 20:14:23
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,11062145,217069,2022-06-02,2022-06-02 20:14:30
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1972505,37714,2022-06-02,2022-06-02 20:14:37
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2026806,48865,2022-06-02,2022-06-02 20:14:42
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1249183,26660,2022-06-02,2022-06-02 20:14:48
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5850385,100,2022-06-02,2022-06-02 20:14:54
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,3004942,53307,2022-06-02,2022-06-02 20:14:59
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3852334,53109,2022-06-02,2022-06-02 20:15:05
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3420271,68880,2022-06-02,2022-06-02 20:15:11
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1243409,31985,2022-06-02,2022-06-02 20:15:16
0,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,5193480,85771,2022-06-02,2022-06-02 20:15:21
0,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1081297,21484,2022-06-02,2022-06-02 20:15:27
0,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,2046073,47379,2022-06-02,2022-06-02 20:15:32
0,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,2103184,43877,2022-06-02,2022-06-02 20:15:38
0,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1828674087,11044297,2022-06-03,2022-06-03 14:15:49
0,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,26242312,653038,2022-06-03,2022-06-03 14:15:55
0,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5778886,254250,2022-06-03,2022-06-03 14:15:58
0,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,60320498,2924917,2022-06-03,2022-06-03 14:16:01
0,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1908024,48004,2022-06-03,2022-06-03 14:16:07
0,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,60756720,2458259,2022-06-03,2022-06-03 14:16:10
0,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7496608,149411,2022-06-03,2022-06-03 14:16:14
0,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2819741,31154,2022-06-03,2022-06-03 14:16:20
0,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2579054,155599,2022-06-03,2022-06-03 14:16:27
0,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1343521,102408,2022-06-03,2022-06-03 14:16:33
0,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,295582,7611,2022-06-03,2022-06-03 14:16:36
0,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,26498173,565622,2022-06-03,2022-06-03 14:16:41
0,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,14193604,589446,2022-06-03,2022-06-03 14:16:44
0,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,41840328,1769128,2022-06-03,2022-06-03 14:16:48
0,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,23466475,953396,2022-06-03,2022-06-03 14:16:51
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1667382,51247,2022-06-03,2022-06-03 14:16:55
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2062075,23161,2022-06-03,2022-06-03 14:16:59
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,156789714,4577750,2022-06-03,2022-06-03 14:17:04
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,150671736,1208877,2022-06-03,2022-06-03 14:17:10
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,62087802,1110777,2022-06-03,2022-06-03 14:17:14
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,783885,18546,2022-06-03,2022-06-03 14:17:17
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2492513,91201,2022-06-03,2022-06-03 14:17:23
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,346317,10245,2022-06-03,2022-06-03 14:17:30
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8300,265,2022-06-03,2022-06-03 14:17:36
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16300,189,2022-06-03,2022-06-03 14:17:40
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,154016,1847,2022-06-03,2022-06-03 14:17:44
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,447865,6424,2022-06-03,2022-06-03 14:17:48
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1837397,48601,2022-06-03,2022-06-03 14:17:54
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,366702,9411,2022-06-03,2022-06-03 14:18:01
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,11093166,217357,2022-06-03,2022-06-03 14:18:07
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1975633,37734,2022-06-03,2022-06-03 14:18:14
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2030163,48885,2022-06-03,2022-06-03 14:18:20
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1252731,26702,2022-06-03,2022-06-03 14:18:28
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5872578,100,2022-06-03,2022-06-03 14:18:37
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,3012598,53330,2022-06-03,2022-06-03 14:18:44
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3862651,53182,2022-06-03,2022-06-03 14:18:50
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3431260,68979,2022-06-03,2022-06-03 14:18:57
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1246476,32004,2022-06-03,2022-06-03 14:19:03
0,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,5208711,85879,2022-06-03,2022-06-03 14:19:09
0,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1084062,21505,2022-06-03,2022-06-03 14:19:15
0,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,2051410,47439,2022-06-03,2022-06-03 14:19:21
0,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,2110747,43937,2022-06-03,2022-06-03 14:19:27
0,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1829046360,11047334,2022-06-04,2022-06-04 14:48:15
0,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,26430403,656114,2022-06-04,2022-06-04 14:48:20
0,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5808785,255028,2022-06-04,2022-06-04 14:48:24
0,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,60607805,2932044,2022-06-04,2022-06-04 14:48:27
0,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1917975,48188,2022-06-04,2022-06-04 14:48:33
0,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,60923044,2461217,2022-06-04,2022-06-04 14:48:37
0,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7506697,149519,2022-06-04,2022-06-04 14:48:40
0,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2820403,31160,2022-06-04,2022-06-04 14:48:43
0,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2583034,155725,2022-06-04,2022-06-04 14:48:49
0,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1347737,103054,2022-06-04,2022-06-04 14:48:55
0,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,295940,7620,2022-06-04,2022-06-04 14:48:58
0,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,26713910,567731,2022-06-04,2022-06-04 14:49:03
0,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,14244013,590243,2022-06-04,2022-06-04 14:49:06
0,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,41894786,1769748,2022-06-04,2022-06-04 14:49:09
0,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,23610702,956097,2022-06-04,2022-06-04 14:49:12
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1670025,51335,2022-06-04,2022-06-04 14:49:16
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2062186,23159,2022-06-04,2022-06-04 14:49:19
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,158770675,4598631,2022-06-04,2022-06-04 14:49:26
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,151163492,1211347,2022-06-04,2022-06-04 14:49:33
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,62276019,1112680,2022-06-04,2022-06-04 14:49:36
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,802029,18882,2022-06-04,2022-06-04 14:49:39
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2493846,91245,2022-06-04,2022-06-04 14:49:45
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,350799,10324,2022-06-04,2022-06-04 14:49:51
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8327,267,2022-06-04,2022-06-04 14:49:57
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16300,188,2022-06-04,2022-06-04 14:50:00
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,154019,1847,2022-06-04,2022-06-04 14:50:04
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,448025,6426,2022-06-04,2022-06-04 14:50:07
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1848029,48647,2022-06-04,2022-06-04 14:50:13
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,368632,9449,2022-06-04,2022-06-04 14:50:19
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,11146315,217927,2022-06-04,2022-06-04 14:50:25
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1980486,37761,2022-06-04,2022-06-04 14:50:30
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2035320,48910,2022-06-04,2022-06-04 14:50:36
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1258795,26766,2022-06-04,2022-06-04 14:50:42
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5907280,100,2022-06-04,2022-06-04 14:50:48
